External Library Name;Link to License;License Name;Copyright Notice Included (Yes/No);Source Code Included (Yes/No);Counsel LDAP and Authorization Date;repository_type;repository_URL;is_runtime;license_category
abseil.abseil-cpp-20250127.0;https://raw.githubusercontent.com/abseil/abseil-cpp/20250127.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/abseil/abseil-cpp;NOT_KNOWN;notice
ahash-0.8.12;https://raw.githubusercontent.com/tkaitchuck/aHash/v0.8.12/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/tkaitchuck/ahash;NOT_KNOWN;notice
aho-corasick-1.1.4;https://raw.githubusercontent.com/BurntSushi/aho-corasick/1.1.4/UNLICENSE;Unlicense OR MIT;Yes;No;N/A;crates|github;https://github.com/BurntSushi/aho-corasick;NOT_KNOWN;unencumbered
anstream-0.6.21;https://raw.githubusercontent.com/rust-cli/anstyle/refs/tags/anstream-v0.6.21/crates/anstream/LICENSE-MIT;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-cli/anstyle.git;NOT_KNOWN;notice
anstyle-1.0.13;https://raw.githubusercontent.com/rust-cli/anstyle/refs/tags/v1.0.13/crates/anstyle/LICENSE-MIT;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-cli/anstyle.git;NOT_KNOWN;notice
anstyle-parse-0.2.7;https://raw.githubusercontent.com/rust-cli/anstyle/refs/tags/anstyle-parse-v0.2.7/crates/anstyle-query/LICENSE-MIT;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-cli/anstyle.git;NOT_KNOWN;notice
anstyle-query-1.1.5;https://raw.githubusercontent.com/rust-cli/anstyle/refs/tags/anstyle-query-v1.1.5/crates/anstyle-query/LICENSE-MIT;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-cli/anstyle.git;NOT_KNOWN;notice
anyhow-1.0.100;https://raw.githubusercontent.com/dtolnay/anyhow/1.0.100/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/anyhow;NOT_KNOWN;notice
apple_support-1.24.1;https://raw.githubusercontent.com/bazelbuild/apple_support/1.24.1/LICENSE;Apache License 2.0;Yes;No;N/A;bcr.bazel|github;https://github.com/bazelbuild/apple_support;NOT_KNOWN;notice
arc-swap-1.8.1;https://raw.githubusercontent.com/vorner/arc-swap/v1.8.1/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/vorner/arc-swap;NOT_KNOWN;notice
aspect-build.toolchains_protoc-0.5.0;https://raw.githubusercontent.com/aspect-build/toolchains_protoc/v0.5.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/aspect-build/toolchains_protoc;NOT_KNOWN;notice
aspect_bazel_lib-2.21.0;https://raw.githubusercontent.com/bazel-contrib/bazel-lib/v2.21.0/LICENSE;Apache License 2.0;Yes;No;N/A;bcr.bazel|github;https://github.com/bazel-contrib/bazel-lib;NOT_KNOWN;notice
aspect_bazel_lib-2.21.0;https://raw.githubusercontent.com/bazel-contrib/bazel-lib/v2.21.0/LICENSE;Apache License 2.0;Yes;No;N/A;bcr.bazel|github;https://github.com/bazel-contrib/bazel-lib;NOT_KNOWN;notice
async-stream-0.3.6;https://raw.githubusercontent.com/tokio-rs/async-stream/v0.3.6/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/async-stream;NOT_KNOWN;notice
async-stream-impl-0.3.6;https://raw.githubusercontent.com/tokio-rs/async-stream/v0.3.6/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/async-stream;NOT_KNOWN;notice
async-trait-0.1.89;https://raw.githubusercontent.com/dtolnay/async-trait/0.1.89/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/async-trait;NOT_KNOWN;notice
atomic-waker-1.1.2;https://raw.githubusercontent.com/smol-rs/atomic-waker/v1.1.2/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/smol-rs/atomic-waker;NOT_KNOWN;notice
autocfg-1.5.0;https://raw.githubusercontent.com/cuviper/autocfg/1.5.0/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/cuviper/autocfg;NOT_KNOWN;notice
axum-0.8.8;https://raw.githubusercontent.com/tokio-rs/axum/main/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/axum;NOT_KNOWN;notice
axum-core-0.5.6;https://raw.githubusercontent.com/tokio-rs/axum/axum-core-v0.5.6/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/axum;NOT_KNOWN;notice
base64-0.22.1;https://raw.githubusercontent.com/marshallpierce/rust-base64/v0.22.1/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/marshallpierce/rust-base64;NOT_KNOWN;notice
bats-core.bats-core-1.10.0;https://raw.githubusercontent.com/bats-core/bats-core/v1.10.0/LICENSE.md;Other;Yes;No;N/A;github;https://github.com/bats-core/bats-core;NOT_KNOWN;notice
bazel-contrib.bazel-lib-2.21.0;https://raw.githubusercontent.com/bazel-contrib/bazel-lib/v2.21.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazel-contrib/bazel-lib;NOT_KNOWN;notice
bazel-contrib.bazel_features-1.32.0;https://raw.githubusercontent.com/bazel-contrib/bazel_features/v1.32.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazel-contrib/bazel_features;NOT_KNOWN;notice
bazel-contrib.jq.bzl-0.1.0;https://raw.githubusercontent.com/bazel-contrib/jq.bzl/v0.1.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazel-contrib/jq.bzl;NOT_KNOWN;notice
bazel-contrib.rules_oci-2.0.1;https://raw.githubusercontent.com/bazel-contrib/rules_oci/v2.0.1/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazel-contrib/rules_oci;NOT_KNOWN;notice
bazel-contrib.rules_python-1.5.3;https://raw.githubusercontent.com/bazel-contrib/rules_python/1.5.3/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazel-contrib/rules_python;NOT_KNOWN;notice
bazel-contrib.toolchains_llvm-1.4.0;https://raw.githubusercontent.com/bazel-contrib/toolchains_llvm/v1.4.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazel-contrib/toolchains_llvm;NOT_KNOWN;notice
bazel_features-1.32.0;https://raw.githubusercontent.com/bazel-contrib/bazel_features/v1.32.0/LICENSE;Apache License 2.0;Yes;No;N/A;bcr.bazel|github;https://github.com/bazel-contrib/bazel_features;NOT_KNOWN;notice
bazelbuild.apple_support-1.24.1;https://raw.githubusercontent.com/bazelbuild/apple_support/1.24.1/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/apple_support;NOT_KNOWN;notice
bazelbuild.bazel-skylib-1.6.1;https://raw.githubusercontent.com/bazelbuild/bazel-skylib/1.6.1/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/bazel-skylib;NOT_KNOWN;notice
bazelbuild.platforms-1.0.0;https://raw.githubusercontent.com/bazelbuild/platforms/1.0.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/platforms;NOT_KNOWN;notice
bazelbuild.rules_cc-0.0.9;https://raw.githubusercontent.com/bazelbuild/rules_cc/0.0.9/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/rules_cc;NOT_KNOWN;notice
bazelbuild.rules_go-0.42.0;https://raw.githubusercontent.com/bazel-contrib/rules_go/v0.42.0/LICENSE.txt;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazel-contrib/rules_go;NOT_KNOWN;notice
bazelbuild.rules_java-8.6.1;https://raw.githubusercontent.com/bazelbuild/rules_java/8.6.1/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/rules_java;NOT_KNOWN;notice
bazelbuild.rules_kotlin-1.9.6;https://raw.githubusercontent.com/bazelbuild/rules_kotlin/v1.9.6/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/rules_kotlin;NOT_KNOWN;notice
bazelbuild.rules_license-0.0.7;https://raw.githubusercontent.com/bazelbuild/rules_license/0.0.7/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/rules_license;NOT_KNOWN;notice
bazelbuild.rules_license-1.0.0;https://raw.githubusercontent.com/bazelbuild/rules_license/1.0.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/rules_license;NOT_KNOWN;notice
bazelbuild.rules_pkg-1.1.0;https://raw.githubusercontent.com/bazelbuild/rules_pkg/1.1.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/rules_pkg;NOT_KNOWN;notice
bazelbuild.rules_proto-7.1.0;https://raw.githubusercontent.com/bazelbuild/rules_proto/7.1.0/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/rules_proto;NOT_KNOWN;notice
bazelbuild.rules_shell-0.6.1;https://raw.githubusercontent.com/bazelbuild/rules_shell/v0.6.1/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bazelbuild/rules_shell;NOT_KNOWN;notice
beef-0.5.2;https://raw.githubusercontent.com/maciejhirsz/beef/v0.5.2/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/maciejhirsz/beef;NOT_KNOWN;notice
bitflags-1.3.2;https://raw.githubusercontent.com/bitflags/bitflags/1.3.2/LICENSE-APACHE;MIT/Apache-2.0;Yes;No;N/A;crates|github;https://github.com/bitflags/bitflags;NOT_KNOWN;notice
bitflags-2.10.0;https://raw.githubusercontent.com/bitflags/bitflags/2.10.0/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/bitflags/bitflags;NOT_KNOWN;notice
bufbuild.buf-1.47.2;https://raw.githubusercontent.com/bufbuild/buf/v1.47.2/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bufbuild/buf;NOT_KNOWN;notice
bufbuild.buf-1.47.2;https://raw.githubusercontent.com/bufbuild/buf/v1.47.2/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bufbuild/buf;NOT_KNOWN;notice
bufbuild.buf-1.47.2;https://raw.githubusercontent.com/bufbuild/buf/v1.47.2/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bufbuild/buf;NOT_KNOWN;notice
bufbuild.buf-1.47.2;https://raw.githubusercontent.com/bufbuild/buf/v1.47.2/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bufbuild/buf;NOT_KNOWN;notice
bufbuild.rules_buf-0.5.1;https://raw.githubusercontent.com/bufbuild/rules_buf/v0.5.1/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/bufbuild/rules_buf;NOT_KNOWN;notice
bytes-1.11.1;https://raw.githubusercontent.com/tokio-rs/bytes/v1.11.1/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/tokio-rs/bytes;NOT_KNOWN;notice
cargo-util-schemas-0.3.1;https://raw.githubusercontent.com/rust-lang/cargo/master/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/cargo;NOT_KNOWN;notice
cc-1.2.55;https://raw.githubusercontent.com/rust-lang/cc-rs/cc-v1.2.55/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/cc-rs;NOT_KNOWN;notice
cfg-if-1.0.4;https://raw.githubusercontent.com/rust-lang/cfg-if/v1.0.4/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/cfg-if;NOT_KNOWN;notice
cfg_aliases-0.2.1;https://raw.githubusercontent.com/katharostech/cfg_aliases/v0.2.1/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/katharostech/cfg_aliases;NOT_KNOWN;notice
chrono-0.4.43;https://raw.githubusercontent.com/chronotope/chrono/v0.4.43/LICENSE.txt;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/chronotope/chrono;NOT_KNOWN;notice
clap-4.5.57;https://raw.githubusercontent.com/clap-rs/clap/v4.5.57/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/clap-rs/clap;NOT_KNOWN;notice
clap_builder-4.5.57;https://raw.githubusercontent.com/clap-rs/clap/v4.5.57/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/clap-rs/clap;NOT_KNOWN;notice
clap_derive-4.5.55;https://raw.githubusercontent.com/clap-rs/clap/v4.5.55/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/clap-rs/clap;NOT_KNOWN;notice
clap_lex-0.7.7;https://raw.githubusercontent.com/clap-rs/clap/clap_lex-v0.7.7/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/clap-rs/clap;NOT_KNOWN;notice
colorchoice-1.0.4;https://raw.githubusercontent.com/rust-cli/anstyle/refs/tags/colorchoice-v1.0.4/crates/colorchoice/LICENSE-MIT;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-cli/anstyle.git;NOT_KNOWN;notice
crossbeam-utils-0.8.21;https://raw.githubusercontent.com/crossbeam-rs/crossbeam/crossbeam-utils-0.8.21/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/crossbeam-rs/crossbeam;NOT_KNOWN;notice
darling-0.20.11;https://raw.githubusercontent.com/TedDriggs/darling/v0.20.11/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/TedDriggs/darling;NOT_KNOWN;notice
darling_core-0.20.11;https://raw.githubusercontent.com/TedDriggs/darling/v0.20.11/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/TedDriggs/darling;NOT_KNOWN;notice
darling_macro-0.20.11;https://raw.githubusercontent.com/TedDriggs/darling/v0.20.11/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/TedDriggs/darling;NOT_KNOWN;notice
dashmap-6.1.0;https://raw.githubusercontent.com/xacrimon/dashmap/v6.1.0/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/xacrimon/dashmap;NOT_KNOWN;notice
derivative-2.2.0;https://raw.githubusercontent.com/mcarton/rust-derivative/v2.2.0/LICENSE-APACHE;MIT/Apache-2.0;Yes;No;N/A;crates|github;https://github.com/mcarton/rust-derivative;NOT_KNOWN;notice
derive_builder-0.20.2;https://raw.githubusercontent.com/colin-kiegel/rust-derive-builder/v0.20.2/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/colin-kiegel/rust-derive-builder;NOT_KNOWN;notice
derive_builder_core-0.20.2;https://raw.githubusercontent.com/colin-kiegel/rust-derive-builder/v0.20.2/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/colin-kiegel/rust-derive-builder;NOT_KNOWN;notice
derive_builder_macro-0.20.2;https://raw.githubusercontent.com/colin-kiegel/rust-derive-builder/v0.20.2/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/colin-kiegel/rust-derive-builder;NOT_KNOWN;notice
derive_more-2.1.1;https://raw.githubusercontent.com/JelteF/derive_more/v2.1.1/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/JelteF/derive_more;NOT_KNOWN;notice
derive_more-impl-2.1.1;https://raw.githubusercontent.com/JelteF/derive_more/v2.1.1/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/JelteF/derive_more;NOT_KNOWN;notice
displaydoc-0.2.5;https://raw.githubusercontent.com/yaahc/displaydoc/v0.2.5/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/yaahc/displaydoc;NOT_KNOWN;notice
dyn-clone-1.0.20;https://raw.githubusercontent.com/dtolnay/dyn-clone/1.0.20/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/dyn-clone;NOT_KNOWN;notice
either-1.15.0;https://raw.githubusercontent.com/rayon-rs/either/1.15.0/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rayon-rs/either;NOT_KNOWN;notice
equivalent-1.0.1;https://raw.githubusercontent.com/cuviper/equivalent/main/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/cuviper/equivalent;NOT_KNOWN;notice
equivalent-1.0.2;https://raw.githubusercontent.com/indexmap-rs/equivalent/v1.0.2/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/indexmap-rs/equivalent;NOT_KNOWN;notice
erased-serde-0.4.5;https://raw.githubusercontent.com/dtolnay/erased-serde/0.4.5/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/dtolnay/erased-serde;NOT_KNOWN;notice
errno-0.3.14;https://raw.githubusercontent.com/lambda-fairy/rust-errno/main/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/lambda-fairy/rust-errno;NOT_KNOWN;notice
fastrand-2.3.0;https://raw.githubusercontent.com/smol-rs/fastrand/v2.3.0/LICENSE-APACHE;Apache-2.0 OR MIT;Yes;No;N/A;crates|github;https://github.com/smol-rs/fastrand;NOT_KNOWN;notice
filetime-0.2.27;https://raw.githubusercontent.com/alexcrichton/filetime/0.2.27/LICENSE-APACHE;MIT/Apache-2.0;Yes;No;N/A;crates|github;https://github.com/alexcrichton/filetime;NOT_KNOWN;notice
find-msvc-tools-0.1.9;https://raw.githubusercontent.com/rust-lang/cc-rs/find-msvc-tools-v0.1.9/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/cc-rs;NOT_KNOWN;notice
fixedbitset-0.5.7;https://raw.githubusercontent.com/petgraph/fixedbitset/v0.5.7/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/petgraph/fixedbitset;NOT_KNOWN;notice
fnv-1.0.7;https://raw.githubusercontent.com/servo/rust-fnv/v1.0.7/LICENSE-APACHE;Apache-2.0 / MIT;Yes;No;N/A;crates|github;https://github.com/servo/rust-fnv;NOT_KNOWN;notice
foldhash-0.1.5;https://raw.githubusercontent.com/orlp/foldhash/v0.1.5/LICENSE;Zlib;Yes;No;N/A;crates|github;https://github.com/orlp/foldhash;NOT_KNOWN;notice
form_urlencoded-1.2.1;https://raw.githubusercontent.com/servo/rust-url/v1.2.1/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/servo/rust-url;NOT_KNOWN;notice
form_urlencoded-1.2.2;https://raw.githubusercontent.com/servo/rust-url/v1.2.2/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/servo/rust-url;NOT_KNOWN;notice
futures-0.3.31;https://raw.githubusercontent.com/rust-lang/futures-rs/0.3.31/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/futures-rs;NOT_KNOWN;notice
futures-channel-0.3.31;https://raw.githubusercontent.com/rust-lang/futures-rs/0.3.31/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/futures-rs;NOT_KNOWN;notice
futures-core-0.3.31;https://raw.githubusercontent.com/rust-lang/futures-rs/0.3.31/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/futures-rs;NOT_KNOWN;notice
futures-executor-0.3.31;https://raw.githubusercontent.com/rust-lang/futures-rs/0.3.31/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/futures-rs;NOT_KNOWN;notice
futures-io-0.3.31;https://raw.githubusercontent.com/rust-lang/futures-rs/0.3.31/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/futures-rs;NOT_KNOWN;notice
futures-macro-0.3.31;https://raw.githubusercontent.com/rust-lang/futures-rs/0.3.31/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/futures-rs;NOT_KNOWN;notice
futures-sink-0.3.31;https://raw.githubusercontent.com/rust-lang/futures-rs/0.3.31/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/futures-rs;NOT_KNOWN;notice
futures-task-0.3.31;https://raw.githubusercontent.com/rust-lang/futures-rs/0.3.31/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/futures-rs;NOT_KNOWN;notice
futures-util-0.3.31;https://raw.githubusercontent.com/rust-lang/futures-rs/0.3.31/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/futures-rs;NOT_KNOWN;notice
getrandom-0.2.17;https://raw.githubusercontent.com/rust-random/getrandom/v0.2.17/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-random/getrandom;NOT_KNOWN;notice
getrandom-0.3.4;https://raw.githubusercontent.com/rust-random/getrandom/v0.3.4/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-random/getrandom;NOT_KNOWN;notice
getset-0.1.6;https://raw.githubusercontent.com/jbaublitz/getset/v0.1.6/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/jbaublitz/getset;NOT_KNOWN;notice
google-parfait.confidential-federated-compute;https://raw.githubusercontent.com/google-parfait/confidential-federated-compute/main/LICENSE;Apache License 2.0;Yes;No;N/A;github;https://github.com/google-parfait/confidential-federated-compute;NOT_KNOWN;notice
h2-0.4.13;https://raw.githubusercontent.com/hyperium/h2/v0.4.13/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/hyperium/h2;NOT_KNOWN;notice
handlebars-3.5.5;https://raw.githubusercontent.com/sunng87/handlebars-rust/v3.5.5/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/sunng87/handlebars-rust;NOT_KNOWN;notice
hashbrown-0.14.5;https://raw.githubusercontent.com/rust-lang/hashbrown/v0.14.5/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/hashbrown;NOT_KNOWN;notice
hashbrown-0.15.2;https://raw.githubusercontent.com/rust-lang/hashbrown/master/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/hashbrown;NOT_KNOWN;notice
hashbrown-0.15.5;https://raw.githubusercontent.com/rust-lang/hashbrown/v0.15.5/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/hashbrown;NOT_KNOWN;notice
hashbrown-0.16.1;https://raw.githubusercontent.com/rust-lang/hashbrown/v0.16.1/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/rust-lang/hashbrown;NOT_KNOWN;notice
heck-0.5.0;https://raw.githubusercontent.com/withoutboats/heck/master/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/withoutboats/heck;NOT_KNOWN;notice
heck-0.5.0;https://raw.githubusercontent.com/withoutboats/heck/master/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/withoutboats/heck;NOT_KNOWN;notice
http-1.4.0;https://raw.githubusercontent.com/hyperium/http/v1.4.0/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/hyperium/http;NOT_KNOWN;notice
http-body-1.0.1;https://raw.githubusercontent.com/hyperium/http-body/v1.0.1/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/hyperium/http-body;NOT_KNOWN;notice
http-body-util-0.1.3;https://raw.githubusercontent.com/hyperium/http-body/http-body-util-v0.1.3/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/hyperium/http-body;NOT_KNOWN;notice
httparse-1.10.1;https://raw.githubusercontent.com/seanmonstar/httparse/v1.10.1/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/seanmonstar/httparse;NOT_KNOWN;notice
httpdate-1.0.3;https://raw.githubusercontent.com/pyfisch/httpdate/v1.0.3/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/pyfisch/httpdate;NOT_KNOWN;notice
hyper-1.8.1;https://raw.githubusercontent.com/hyperium/hyper/v1.8.1/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/hyperium/hyper;NOT_KNOWN;notice
hyper-timeout-0.5.2;https://raw.githubusercontent.com/hjr3/hyper-timeout/0.5.2/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/hjr3/hyper-timeout;NOT_KNOWN;notice
hyper-util-0.1.20;https://raw.githubusercontent.com/hyperium/hyper-util/v0.1.20/LICENSE;MIT;Yes;No;N/A;crates|github;https://github.com/hyperium/hyper-util;NOT_KNOWN;notice
iana-time-zone-0.1.65;https://raw.githubusercontent.com/strawlab/iana-time-zone/v0.1.65/LICENSE-APACHE;MIT OR Apache-2.0;Yes;No;N/A;crates|github;https://github.com/strawlab/iana-time-zone;NOT_KNOWN;notice
